epd,move,eval,depth,pv,engine
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,e3c1,81,40,e3c1 h5f6 f3g5 g7h6 d3e2 g8h8 c1d2,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,d3e2,74,40,d3e2 h7h6 e1d1 d7f7 e3c1 e8f8 f3d2,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,e1d1,73,40,e1d1 h7h6 d3e2 d7f7 e3c1 e8f8 f3d2,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,f3g5,58,40,f3g5 h5f4 d3f1 d7e7 g5f3 f5e4 f3d2,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,d3f1,53,40,d3f1 g8h8 f1e2 h5f4 e2d1 e8g8 f3d2,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,g1h2,43,40,g1h2 h7h6 e3c1 h5f4 d3d1 f5e4 f3d2,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,e1c1,41,40,e1c1 h7h6 c1d1 g8h7 e3c1 g7f6 f3d2,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,e1a1,33,40,e1a1 f5e4 c3e4 h5f4 d3f1 f4d5 c2c4,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,e1b1,31,40,e1b1 f5e4 c3e4 h5f4 d3f1 f4d5 c2c4,Stockfish 050822
r3r1k1/1p1q2bp/1n1p2p1/1PpPpp1n/p3P3/R1NQBN1P/1PP2PP1/4R1K1 w - -,d3d1,27,40,d3d1 b6c4 a3a2 c4e3 e1e3 g7h6 e3e1,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,h7h5,158,40,h7h5 a3c5 c7d7 b2b5 d7c8 b1g1 f6h7,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,c7c8,125,40,c7c8 a3c5 h7h5 f2f3 f6d7 c5b4 c8e8,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,c7d7,102,40,c7d7 b2b5 d7e6 a3c5 h7h6 b5a4 f6d7,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,f6h5,99,40,f6h5 b2c1 b8e8 d2f3 c7d7 a3c5 h5f6,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,h7h6,86,40,h7h6 b2c2 c7d7 a3c5 f6h7 d2f3 b8e8,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,a6e6,79,40,a6e6 b2c2 h7h5 c2f5 b8e8 f5f3 e6a6,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,c7c6,50,40,c7c6 a3c5 f6d7 c5b4 c6e6 b2c1 f7f5,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,c7d8,48,40,c7d8 a3c5 h7h5 b2c2 f6h7 c2d1 h5h4,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,f6e8,19,40,f6e8 a3c5 e8f6 b2c2 c7d7 c2d1 h7h6,Stockfish 050822
1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,g6h8,18,40,g6h8 a3c5 h8g6 b2c2 c7d7 c2d1 h7h6,Stockfish 050822
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,a6a7,16,42,a6a7 b8c8 b4b6 d6b6 a7b6 c8c3 d5e6,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,a6c4,8,41,a6c4 e6c5 b4b2 c5d7 c4c2 d7c5 b2a2,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,a6e2,6,42,a6e2 d6d7,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,b4b2,5,41,b4b2 e6c5 a6c4 c5d7 c4c2 d7c5 b2a2,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,b1c1,0,41,b1c1 e6c5 a6c4 b8d8 c1b1 d8d7 b4b2,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,a6a1,0,41,a6a1 f6a1 b1a1 e6c7 d5b3 b8b7 g2f3,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,b4c4,0,41,b4c4 e6c5 a6a2 b8e8 b1b2 c5d3 b2e2,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,a6a3,0,41,a6a3 e6c7 d5c4 b8e8 b1b3 e8a8 a3c1,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,a6a2,0,41,a6a2 e6c7 e4e5 f6e5 d5f7 b8d8 b4f4,Stockfish 15
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - -,d5e6,0,41,d5e6 d6e6 a6a1 f6a1 b1a1 b6b5 a1a7,Stockfish 15
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,d4e5,676,40,d4e5 b4d3 b2a3 d3c5 b3b4 c5a6 f4f5,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,f4e5,49,40,f4e5 c8a6 f1d1 a6e2 d1d2 e2f3 h5f3,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,f3e5,-3,40,f3e5 c8a6 f1e1 a6b5 b2a3 f7f6 e5f3,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,f3g5,-46,40,f3g5 h7h6 d4e5 h6g5 f4f5 f7f6 e5f6,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,h5e5,-65,40,h5e5 e7d7 e5h5 f8e8 f1c1 d7f5 h5f5,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,b2a3,-837,40,b2a3 e5d6 f3e5 b4c2 a3d6 e7d6 a1c1,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,b2c3,-875,40,b2c3 e5d6 c3b4 e7e3 g1h1 d6b4 h5d5,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,f1c1,-882,40,f1c1 e5d6 f3e5 c8a6 h5f3 a6b7 b2a3,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,h2h3,-912,40,h2h3 e5d6 f3e5 c8a6 f1c1 f7f6 b2a3,Stockfish 050822
r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,b2c1,-919,40,b2c1 e5d6 c1a3 e7e3 g1h1 e3e4 h2h3,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,d2e4,95,40,d2e4 e7f5 a2e2 e8g6 b1b2 b8b7 e1a1,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,g2f1,0,40,g2f1 e8d7 d2e4 g8h8 d3d4 d7c7 b1a1,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,g2c6,-27,40,g2c6 a5c6 d2e4 e8d7 g1h2 g8g7 a3c1,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,b1d1,-37,40,b1d1 c6g2 g1g2 a5c6 d2e4 e7f5 a3c1,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,a2c2,-40,40,a2c2 c6g2 g1g2 e8g6 d2e4 a5c6 c2a4,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,e1e2,-40,40,e1e2 c6g2 g1g2 e8h5 b1e1 a5c6 d2e4,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,b1b2,-40,40,b1b2 c6g2 g1g2 e8f7 d2e4 f7f3 g2g1,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,a3c1,-53,40,a3c1 c6g2 g1g2 e8f7 e1e2 f7f5 a2c2,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,e1f1,-65,40,e1f1 c6g2 g1g2 e8h5 f2f3 e7f5 b1e1,Stockfish 050822
1r2qrk1/4n3/ppbp3p/n1p1p1p1/2P5/B1PP2PP/Q2N1PB1/1R2R1K1 w - -,e1e3,-90,40,e1e3 c6g2 g1g2 a5c6 d2e4 e7f5 e3e2,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,b4b5,598,40,b4b5 c6b7 a3a4 f7f8 f4g6 f8c5 e1f2,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,d1d2,541,40,d1d2 f7f6 b4b5 c6b7 e1f2 f6g5 g3g5,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,e1f2,534,40,e1f2 c6a4 d1d2 f7f6 f1e2 f6g5 g3g5,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,f1e2,527,40,f1e2 c6a4 d1d2 f7f6 e1f2 f6g5 g3g5,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,f4g6,508,40,f4g6 c6a4 d1d6 a4b3 e1f2 f7f6 g6e5,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,d1d6,492,40,d1d6 c6a4 e1f2 a4b3 f4g6 f7f6 g6e5,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,a3a4,396,40,a3a4 c6a4 g3g6 h7g8 g6f7 g8f7 d1a1,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,g3g6,354,40,g3g6 h7g8 b4b5 c6b7 e1f2 f7e7 a3a4,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,d1d3,352,40,d1d3 b6b5 d3c3 b5c4 c3c4 a7a6 f4g6,Stockfish 050822
1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,d1b1,232,40,d1b1 f7f6 e1f2 f6c3 g3g6 h7h8 f1e2,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,d6d5,57,40,d6d5 e4d5 c7d6 e2g3 g7c3 a3c3 c4d5,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,d7f6,3,40,d7f6 e2g3 d6d5 c3a4 a6a4 a3a4 b6a4,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,a6a5,0,40,a6a5 e3d2 a5a8 e2g3 g7d4 d2e3 d4c3,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,c7a7,0,40,c7a7 e2g3 d6d5 e4d5 g7c3 a3c3 b6d5,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,c7b8,0,40,c7b8 e3c1 d6d5 e4e5 d5d4 b2b3 d4c3,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,a6a8,0,40,a6a8 a1d1 c4a6 e3c1 d7f6 e2g3 a6b7,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,a6a7,-2,40,a6a7 e2g3 d6d5 e4d5 g7c3 a3c3 b6d5,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,g7h8,-13,40,g7h8 a1d1 c7b8 e3c1 d6d5 e4e5 g6g5,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,c7d8,-15,40,c7d8 e3c1 d6d5 e4e5 d5d4 c3a4 b6d5,Stockfish 050822
4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,c7c8,-28,40,c7c8 e3c1 c4e2 f2e2 c5c4 c1e3 d7c5,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,c6d7,949,40,c6d7 f7g8 a8a7 d6f8 d7e6 g8h7 e6b6,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,c6b6,924,40,c6b6 b8b6 f1f2 b6b8 a8a7 f7e8 f2g3,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,a8a1,852,40,a8a1 f7e7 f1e2 b6c7 a1a6 b8d8 c6b5,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,a8a2,850,40,a8a2 f7e7 f1e2 b6c7 a2a6 b8d8 c6b5,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,a8a6,212,40,a8a6 b6e3 c6d6 b8e8 d6d7 e8e7 d7c6,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,a8b8,96,40,a8b8 b6b8 c6d7 f7g8 f1e2 g8h7 h3h4,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,a8a3,0,40,a8a3 b6e3 c6d6 b8e8 d6d7 e8e7 d7b5,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,a8a5,0,40,a8a5 b6e3 c6d6 b8e8 h3h4 e3e4 a5a7,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,a8a7,-1227,40,a8a7 b6a7 c6d6 f7g8 d6e6 g8h7 d5d6,Stockfish 050822
Rr6/5kp1/1qQb1p1p/1p1PpP2/1Pp1B3/2P4P/6P1/5K2 w - -,f1e2,-1890,40,f1e2 b6c6 d5c6 b8a8 c6c7 a8a2 e2d1,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,d8d2,0,40,d8d2 c7c8 g8h7 g2g4 d2a2 c8c7 a2a4,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,f6d5,0,40,f6d5 f3d5 d8d5 c7a7 d5d1 g1h2 d1d6,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,d8d4,0,40,d8d4 c7a7 d4b4 a7a6 b4b2 g1h2 b5b4,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,d8d3,-14,40,d8d3 c7a7 d3a3 f3d1 a3a2 d1b3 a2e2,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,g8f8,-26,40,g8f8 c7c6 f6d5 a2a3 d5e7 c6a6 e7f5,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,f6e8,-178,40,f6e8 c7a7 g8f8 g1f2 d8d4 a2a3 e8d6,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,h6h5,-269,40,h6h5 c7c6 f6d5 a2a3 d5e7 c6a6 e7f5,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,f6d7,-368,40,f6d7 f3b7 d7b6 b7a6 b6d5 c7a7 d5c3,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,g8h7,-380,40,g8h7 c7c6 f6d5 a2a3 d5e3 f5f6 d8e8,Stockfish 050822
3r2k1/2R2pp1/p4n1p/1p3P2/1P6/5B1P/P5P1/6K1 b - -,d8e8,-408,40,d8e8 c7a7 f6e4 a7a6 e8e5 a2a4 b5a4,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,g8e8,152,40,g8e8 d1d2 b7c6 f1d1 d8d2 f3d2 e8d8,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,b7c6,147,40,b7c6 h2h3 g8e8 h1h2 b8b7 d1d8 e8d8,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,g8h8,134,40,g8h8 d1d2 d8d2 f3d2 h8d8 f1d1 b8c8,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,b8a7,121,40,b8a7 d1d2 a7b6 f1c1 d8d2 f3d2 g8d8,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,g5h7,121,40,g5h7 d1d2 h7g5 f1d1 d8d2 d1d2 g8e8,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,b7a8,115,40,b7a8 d1d2 d8d2 f3d2 b8c8 f1d1 g8d8,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,d8d1,115,40,d8d1 f1d1 g8f8 d1d2 b8c8 h2h3 b7c6,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,g8f8,115,40,g8f8 d1d2 d8d2 f3d2 f8d8 f1d1 d8d7,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,c5b6,115,40,c5b6 d1d2 d8d2 f3d2 g8d8 f1d1 d8d4,Stockfish 050822
1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,b8a8,115,40,b8a8 d1d2 d8d2 f3d2 g8d8 f1d1 d8d7,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,f5c8,211,40,f5c8 h4g3 g6g5 a1c1 d5f4 c3c4 d8d1,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,f5e4,145,40,f5e4 f3e4 d5f4 h4g3 f4h3 g1g2 h3g5,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,f5e6,130,40,f5e6 b3c5 e6c8 a2a4 b5b8 h4g3 d5f4,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,f5g4,79,40,f5g4 f3g4 f6f5 g4g3 e7h4 g3h4 f5e4,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,f5d7,67,40,f5d7 h4g3 e8f8 e4d2 b5a6 c3c4 d5b6,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,g6g5,-200,40,g6g5 f3f5 g5h4 h2h3 h7h6 g1h2 e8f8,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,b5b7,-688,40,b5b7 g4f5 b7c8 f5g6 h7g6 h4g3 c8f5,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,b5b8,-691,40,b5b8 g4f5 b8c8 f5g6 h7g6 h4g3 c8f5,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,b5a6,-697,40,b5a6 g4f5 a6c8 f5g6 h7g6 h4g3 c8f5,Stockfish 050822
3rr3/p3b1kp/2p2pp1/1q1npb2/4N1PB/1NP2Q2/PP3P1P/R2R2K1 b - -,e8f8,-732,40,e8f8 g4f5 d5f4 h4g3 f4h5 g1g2 a7a5,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,f2a7,681,40,f2a7 d6d7 a7d4 d7d6 b2b3 c4a5 d4a7,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,b2b3,599,40,b2b3 c4a3 b1b2 h8d8 f2a7 f7f8 a7d4,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,g4g5,463,40,g4g5 h8d8 e1e2 f7g8 f5f6 c8e6 f6g7,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,e1e2,430,40,e1e2 h8f8 b2b3 c4b6 f2d4 f7g8 d1e1,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,d1d3,238,40,d1d3 c8d7 f2d4 h8e8 e1e8 d7e8 d4d5,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,f2d4,149,40,f2d4 h8d8 b2b3 c4a3 b1b2 b5b4 e1e5,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,d1d4,144,40,d1d4 c8d7 f2g2 c4b6 b2b3 h8f8 g2d2,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,a2a3,118,40,a2a3 h8f8 e1e2 f7g8 f2d4 h7h5 h2h3,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,f2h4,106,40,f2h4 h8f8 b2b3 c4a3 b1c1 b5b4 d1d2,Stockfish 050822
2b4r/5kpp/p2q4/1p1p1P2/2n3P1/8/PPP2Q1P/1K1RR3 w - -,b1a1,78,40,b1a1 h8d8 g4g5 f7g8 f5f6 c8e6 f2d4,Stockfish 050822
r2r2k1/p4pp1/b6p/8/1pp1Pn2/4NP2/PPB3PP/3RR1K1 w - -,g2g3,17,45,g2g3 f4e6 g1f2 b4b3 a2b3 c4b3 c2b1,Stockfish 15
r2r2k1/p4pp1/b6p/8/1pp1Pn2/4NP2/PPB3PP/3RR1K1 w - -,e3d5,0,45,e3d5 f4d5 d1d5 g8f8 e1d1 d8d5 d1d5,Stockfish 15
r2r2k1/p4pp1/b6p/8/1pp1Pn2/4NP2/PPB3PP/3RR1K1 w - -,g1f2,0,45,g1f2 b4b3 a2b3 c4b3 c2b1 a6d3 g2g3,Stockfish 15
r2r2k1/p4pp1/b6p/8/1pp1Pn2/4NP2/PPB3PP/3RR1K1 w - -,d1d8,0,45,d1d8 a8d8 g2g3 f4e6 e1d1 d8d1 c2d1,Stockfish 15
r2r2k1/p4pp1/b6p/8/1pp1Pn2/4NP2/PPB3PP/3RR1K1 w - -,h2h4,0,45,h2h4 c4c3 b2c3 f4e2 g1h2 b4c3 d1d5,Stockfish 15
r2r2k1/p4pp1/b6p/8/1pp1Pn2/4NP2/PPB3PP/3RR1K1 w - -,c2b1,-3,45,c2b1 c4c3 d1d8 a8d8 b2c3 f4e2 g1f2,Stockfish 15
r2r2k1/p4pp1/b6p/8/1pp1Pn2/4NP2/PPB3PP/3RR1K1 w - -,h2h3,-4,45,h2h3 a8b8 h3h4 c4c3 b2c3 f4e2 g1f2,Stockfish 15
r2r2k1/p4pp1/b6p/8/1pp1Pn2/4NP2/PPB3PP/3RR1K1 w - -,e4e5,-7,45,e4e5 c4c3 d1d6 d8d6 e5d6 a8d8 e1b1,Stockfish 15
