index,epd,old bm,sts_v6,old id,new id,test,depth,by,status,date,output file,updated by,update date,update depth,epd index check,comment,Reviewed by,Replace,Duplicate,unix analysis Time (sec) AMD 5950x 32t 16gb hash,ferdy analysis Time (sec) i7-2600 4t 512mb hash
887,r5k1/2p1qp2/1p1p2bp/p1nPr1p1/2P5/PP2P1N1/1Q1B2PP/3R1RK1 b - -,b6b5,,STS(v9.0) Advancement of a/b/c pawns.090,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,261,
888,r5k1/5q1p/2ppNr1b/2pPp1pP/p1P3P1/P7/1PQ1RPK1/1R6 w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.091,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1705,
889,rr2q1k1/3bnpb1/ppp3pp/3p4/1P1P4/PQ1BP1NP/1NR2PP1/3R2K1 b - -,a6a5,,STS(v9.0) Advancement of a/b/c pawns.092,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,605,
890,1r1rb1k1/pp3pbp/4p1p1/1P2P3/2PBQ3/q7/P3B1PP/2R2R1K b - -,a7a6,,STS(v9.0) Advancement of a/b/c pawns.093,,sts_old,40,unix,done,2022-11-17,yes,ferdy,2022-11-30,43,ok,,,,,98,1200
891,2r1k2r/1n2ppb1/p2p2p1/1p1P3p/8/1P2BP1P/P1P1BP2/2KR2R1 w k -,b3b4,yes,STS(v9.0) Advancement of a/b/c pawns.094,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,169,
892,2r2rk1/1pqn3p/p2p1npb/N2Pp3/2P2p2/Q4PP1/PP2BBKP/3RR3 w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.095,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,700,
893,2r3k1/p1q1bpp1/2p2n2/2Np3r/1P1B3p/P1Q4P/5PP1/2R1R1K1 w - -,b4b5,yes,STS(v9.0) Advancement of a/b/c pawns.096,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,44,ok,,,,,96,1200
894,3r2k1/4rppp/2ppbn2/Nq2p3/4P3/1P2Q1PP/P1PR1PBK/4R3 w - -,b3b4,yes,STS(v9.0) Advancement of a/b/c pawns.097,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,867,
895,r6k/p3Npb1/qp4pp/4p3/1B6/1PP3P1/P2R1P1P/3R2K1 b - -,b6b5,yes,STS(v9.0) Advancement of a/b/c pawns.098,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,677,
896,r6r/4p1k1/3q1p2/p1pPn1p1/1p2P2p/4Q3/PP2BPPP/1R2R1K1 b - -,c5c4,yes,STS(v9.0) Advancement of a/b/c pawns.099,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,308,
897,rq4kb/5p1p/3p1Pp1/p2Pp1P1/3pP1bP/1P6/P1Q2R2/4BBK1 w - -,b3b4,yes,STS(v9.0) Advancement of a/b/c pawns.100,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,1189,
898,1b1qrr2/1p4pk/1np4p/p3Np1B/Pn1P4/R1N3B1/1Pb2PPP/2Q1R1K1 b - -,b8e5,yes,STS(v10.0) Simplification.001,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,803,
899,1k1r2r1/1b4p1/p4n1p/1pq1pPn1/2p1P3/P1N2N2/1PB1Q1PP/3R1R1K b - -,g5f3,yes,STS(v10.0) Simplification.002,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,367,
900,1k1r3r/pb1q2p1/B4p2/2p4p/Pp1bPPn1/7P/1P2Q1P1/R1BN1R1K b - -,b7a6,yes,STS(v10.0) Simplification.003,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,905,
901,1k1r4/1br2p2/3p1p2/pp2pPb1/2q1P2p/P1PQNB1P/1P4P1/1K1RR3 b - -,c4d3,yes,STS(v10.0) Simplification.004,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2232,
902,1k1r4/1br2p2/3p1p2/pp2pPb1/4P2p/P1PRNB1P/1P4P1/1K2R3 b - -,g5e3,yes,STS(v10.0) Simplification.005,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,45,ok,,,,,71,1200
903,1k1r4/5qp1/p1b2n1p/1p2p3/2p1P2P/P1N1P1P1/1PB1Q3/3R2K1 b - -,d8d1,yes,STS(v10.0) Simplification.006,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2053,
904,1k1rr3/p1p4p/Bpnb4/3p1qp1/N2P4/P2Q1PPb/1PP3NP/2KR2R1 w - -,d3f5,yes,STS(v10.0) Simplification.007,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,165,
905,1kr5/3n2p1/q2rpn1p/p7/Ppp2P2/5BP1/1PQ2B1P/2RR2K1 w - -,d1d6,yes,STS(v10.0) Simplification.008,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,641,
906,1nr2qk1/pb1r1p1p/1b4pP/1p1Bp1B1/4P1Q1/2NR4/P1R2PP1/6K1 w - -,d5b7,yes,STS(v10.0) Simplification.009,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,478,
907,1qr3k1/p3bppp/4pn2/1B2n3/N7/P3P2P/1P2QPP1/2R1B2K w - -,c1c8,yes,STS(v10.0) Simplification.010,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,554,
908,1r1q1n2/2p2ppk/p2p3p/P1b1p3/2P1P3/3P1N1P/1R1B1PP1/1Q4K1 b - -,b8b2,yes,STS(v10.0) Simplification.011,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1445,
909,1r1qr1k1/2Q1bp1p/2n3p1/2PN4/4B3/2N3P1/5P1P/5RK1 b - -,d8c7,yes,STS(v10.0) Simplification.012,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,427,
910,1r1r2k1/6pp/1b2p2q/3b1p2/1BB1n3/P3PN1P/2Q2PP1/2R2RK1 w - -,c4d5,yes,STS(v10.0) Simplification.013,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,232,
911,1r1r3k/1qpn1pbp/p1n3pB/P2bp3/BpN3Q1/3P3P/1PPN1PP1/R3R1K1 w - -,h6g7,yes,STS(v10.0) Simplification.014,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,1628,
912,1r2k2r/pp1npp2/2n3p1/7p/3bP3/P3BB1P/1P3PP1/1R1R1NK1 b k -,d4e3,,STS(v10.0) Simplification.015,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,465,
913,1r3r2/3q2kp/p2p1pp1/2pPp3/4Pn2/P2P1N1P/2Q2PP1/1R2R1K1 w - -,b1b8,yes,STS(v10.0) Simplification.016,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,127,
914,1r3rk1/pp3pp1/1np4p/2Nn2bq/3P3N/P2Q2PP/1P1BRP2/4R1K1 w - -,d2g5,yes,STS(v10.0) Simplification.017,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,164,
915,1r4k1/1q2r2p/1n4pQ/2pp1pN1/7P/P5P1/1P3P2/3RR1K1 w - -,e1e7,yes,STS(v10.0) Simplification.018,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,269,
916,1r4k1/5ppp/1p3n2/5n2/NP1r4/1B3P2/1P4PP/3RR2K w - -,d1d4,yes,STS(v10.0) Simplification.019,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,43,ok,,,,,92,1200
917,1r4k1/p1rn1ppp/2p1p1b1/N1PpP3/3P1P2/1R4P1/P6P/R4BK1 w - -,b3b8,yes,STS(v10.0) Simplification.020,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,2333,
918,1r4r1/4kp1p/3p1p1b/2q1pP2/Bn2P3/2N5/1PPNQ1PP/1K1R4 b - -,h6d2,yes,STS(v10.0) Simplification.021,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,191,
919,1r4rk/2q1b2p/pN6/P1p1Pp2/3n1p2/5N2/5QPP/R4RK1 b - -,d4f3,,STS(v10.0) Simplification.022,,sts_old,40,unix,done,2022-11-17,yes,ferdy,2022-12-2,45,ok,,,,,171,1800
920,1r6/1R2bk2/P3p1pp/4Pp2/1r1P3P/1N2B1P1/5PK1/8 w - -,b7b4,yes,STS(v10.0) Simplification.023,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,196,
921,1r6/3n4/p2b3p/2nN1kpP/1BP1p3/3rP3/3NKP2/1R1R4 w - -,b4c5,yes,STS(v10.0) Simplification.024,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,48,ok,,,,,48,1200
922,1r6/8/p2b3p/2nN1kpP/2P1p3/3rP3/3NKP2/1R1R4 w - -,b1b8,yes,STS(v10.0) Simplification.025,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,51,ok,,,,,35,1200
923,1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,e6f8,yes,STS(v10.0) Simplification.026,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,746,
924,2br1rk1/2q3p1/1pp1p2p/p1n1b3/2BNN1Q1/4P3/PP3PP1/2RR3K w - -,e4c5,yes,STS(v10.0) Simplification.027,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,184,
925,2br2k1/r5p1/4p3/5p2/8/pP3B2/1q2RPPP/Q3R1K1 b - -,b2a1,yes,STS(v10.0) Simplification.028,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,34475,
926,2brr1k1/2q1bpp1/pNnpp2p/P1p5/1P2PP2/2P1B1P1/4Q1BP/R2R2K1 w - -,b6c8,yes,STS(v10.0) Simplification.029,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,885,
927,2r1n1k1/5ppp/1prp4/p3p1q1/2b1P3/P1B1QB1P/1PPR1PPK/R7 b - -,g5e3,yes,STS(v10.0) Simplification.030,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,362,
928,2r1r1k1/1p1q1bbp/pn3pp1/n2p4/3P1B1P/2NB1N2/PPQ1RPP1/4R1K1 w - -,e2e8,,STS(v10.0) Simplification.031,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,409,
929,2r1r1k1/2qbppbp/pp1p2p1/n2P4/P1P4P/1P3N2/1BQ1BPP1/R2R2K1 w - -,b2g7,yes,STS(v10.0) Simplification.032,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,739,
930,2r2nk1/pp3p2/5qpb/4p1Np/P3P2P/1P2B1P1/2r2P2/2RRQ1K1 w - -,c1c2,yes,STS(v10.0) Simplification.033,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,46,ok,,,,,69,1200
931,2r2r1k/1p1q2b1/pQn1b1pp/4pp2/B3P3/1P3N1P/P1RB1PP1/R5K1 w - -,a4c6,yes,STS(v10.0) Simplification.034,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,270,
932,2r3k1/4qpp1/4p2p/1P1bP3/4pPP1/4Q3/4B2P/2R3K1 b - -,c8c1,yes,STS(v10.0) Simplification.035,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,276,
933,2r3k1/pp3pp1/4q2p/4p3/bB2Pn2/P4P2/1P1Q2PP/2R2BK1 w - -,c1c8,yes,STS(v10.0) Simplification.036,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,50,ok,,,,,53,1200
934,2r5/4q1kp/1nB2pp1/p3p3/Pb2Q3/4P3/1B1r1PPP/1R1R2K1 b - -,d2d1,yes,STS(v10.0) Simplification.037,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,49,ok,,,,,40,1200
935,2rk1br1/4np1p/p2pb3/1p1Npp2/P3P3/2PB2Pq/1PN2P1P/R2Q1R1K w - -,d5e7,yes,STS(v10.0) Simplification.038,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,822,
936,2rnq2k/pb3pp1/1p5p/3B4/1P3Q2/P4N1P/2R2PP1/6K1 w - -,c2c8,yes,STS(v10.0) Simplification.039,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,484,
937,2rq1r1k/3n2pp/1p2p3/1P1b2bn/p1BP4/P4NP1/1B1NQP2/2R1R1K1 w - -,c4d5,yes,STS(v10.0) Simplification.040,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,760,
938,2rq1rk1/1p2bpp1/4p3/pP1pP1np/P2P4/R3BP2/3Q2PP/1NR3K1 w - -,c1c8,yes,STS(v10.0) Simplification.041,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,439,
939,2rr1bk1/3qnppp/pp6/3p4/2PP2Q1/PP5P/1B1N2P1/2R2R1K b - -,d7g4,yes,STS(v10.0) Simplification.042,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,151,
940,2rr2k1/p4pp1/1p2pn1p/3b1P2/1qNP4/1P1B4/P2Q2PP/2RR2K1 b - -,b4d2,yes,STS(v10.0) Simplification.043,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,11642,
941,3b4/2q2pkp/p2p1np1/1b1Pp1B1/1pN1P3/1P5P/P1Q2PP1/5NK1 b - -,b5c4,yes,STS(v10.0) Simplification.044,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,45,ok,,,,,83,1200
942,3n1r2/2r4p/p2bp2k/1p1p2pP/1P1P4/P1R1B1Pq/4QP2/1B2R1K1 w - -,c3c7,yes,STS(v10.0) Simplification.045,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,295,
943,3q4/pp2b1k1/2r5/4p2p/P1RpN3/1P3PP1/1Q2P1K1/8 w - -,c4c6,yes,STS(v10.0) Simplification.046,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,295,
944,3r1k2/p4ppp/1r2p3/n1p1P3/5P1P/P1PBK1P1/8/1R3R2 w - -,b1b6,yes,STS(v10.0) Simplification.047,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,193,
945,3r1q1k/Q2R1bpp/3b1r2/2p2p2/2N2P2/1Pp3P1/5PBP/4R1K1 w - -,d7d8,,STS(v10.0) Simplification.048,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,249,
946,3r1rk1/4b1p1/p3p3/4pbPp/2R4P/1PN5/PB3P2/3R2K1 w - -,d1d8,yes,STS(v10.0) Simplification.049,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,361,
947,3r2k1/1b1rnp1p/p2qpbp1/1pR5/1P1PB2P/P3BN2/4QPP1/3R2K1 w - -,e4b7,yes,STS(v10.0) Simplification.050,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,123,
948,3r4/5pk1/4rqp1/p2p4/Pb1Q3p/1Pp1P2P/2R1BPP1/3R2K1 b - -,f6d4,,STS(v10.0) Simplification.051,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,202,
949,3rkb2/1p4rp/p4p2/2p2B2/2N1Pp2/3R2P1/PPP2P1P/6K1 b - -,d8d3,yes,STS(v10.0) Simplification.052,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,142,
950,3rr1k1/6p1/pb1p3p/1p1RnBqP/4PQN1/2P5/PP6/1K3R2 w - -,f4g5,yes,STS(v10.0) Simplification.053,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,310,
951,4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,b5e8,yes,STS(v10.0) Simplification.054,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,254,
952,4r1k1/1p2qp1p/2p1n1pB/p3p3/P3P1B1/2N2Q1P/2P2PP1/6K1 w - -,g4e6,yes,STS(v10.0) Simplification.055,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,554,
953,4r1k1/1p5p/1r4p1/2pq1p2/P4P2/3P2Q1/1bP3RP/4R1BK b - -,e8e1,yes,STS(v10.0) Simplification.056,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,198,
954,4r1k1/2r1bp2/1p4p1/3BP2p/nP5P/5K2/1B1R1P2/2R5 b - -,c7c1,,STS(v10.0) Simplification.057,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,3816,
955,4r1k1/2r2ppp/2nq1n2/1BbppP2/Q7/2P1BN1P/5PP1/RR4K1 w - -,e3c5,yes,STS(v10.0) Simplification.058,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,224,
956,4r2k/p1r1b1pp/1p1pqn2/4p3/1PP4B/P4B1P/4QPP1/2RR2K1 w - -,h4f6,yes,STS(v10.0) Simplification.059,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,498,
957,4r2k/p2n1pp1/4p2p/1q1r3P/2pR1BP1/P1P1R3/1P2QP2/2K5 b - -,d5d4,yes,STS(v10.0) Simplification.060,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,401,
958,4r3/1pn3k1/4p1b1/p1Pp3r/3P2NR/1P3B2/3K2P1/4R3 w - -,h4h5,yes,STS(v10.0) Simplification.061,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,7211,
959,4rrk1/2pb3p/p7/1ppPq3/2P1P1pP/2N5/PP2Q2P/4RR1K w - -,f1f8,yes,STS(v10.0) Simplification.062,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,45,ok,,,,,111,1200
960,5B1k/p6p/1p2q1r1/2p1P1p1/3b1n2/PQ3R2/1P4P1/K2R4 w - -,b3e6,yes,STS(v10.0) Simplification.063,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,130,
961,5k2/4pp2/1N2n1pp/r3P3/P5PP/2rR1K2/P7/3R4 b - -,c3d3,,STS(v10.0) Simplification.064,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,3726,
962,5qk1/1p1rbrpp/pP3p2/P1pbp3/1n6/BN1P2P1/1Q2PPBP/R1R3K1 w - -,g2d5,,STS(v10.0) Simplification.065,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,1296,
963,5rk1/8/3p3p/p1qP2p1/Rrb1P3/3p1P2/1P1Q1RP1/3N2K1 w - -,a4b4,yes,STS(v10.0) Simplification.066,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,There is new bm.,ferdy,yes,,7557,
964,6k1/1r3pp1/4b2p/p2pP2P/1r1R1Q2/1Pq1N3/2P3P1/3R3K b - -,b4d4,yes,STS(v10.0) Simplification.067,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,135,
965,6k1/3q2b1/p1rrnpp1/P3p3/4P3/1pBR3Q/1P4PP/1B1R3K b - -,d6d3,,STS(v10.0) Simplification.068,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,1051,
966,6k1/3qbppp/5n2/PQpPp3/4P3/5PP1/1P4KP/2B5 w - -,b5d7,yes,STS(v10.0) Simplification.069,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,497,
967,6k1/5p2/1q1bp1p1/1Pp1B2p/2Pn3P/6P1/1Q2BP2/6K1 w - -,e5d6,yes,STS(v10.0) Simplification.070,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1490,
968,6r1/4pp1k/3p3p/2qP1Pb1/r3P1PB/1R5K/4Q3/1R6 b - -,g5h4,yes,STS(v10.0) Simplification.071,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1076,
969,7r/2r1kp2/3pp2p/p3q1p1/4B3/P5P1/1Q1B1P1P/4R1K1 w - -,b2e5,,STS(v10.0) Simplification.072,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,"new bm, epd will be moved to sts(15.0)",ferdy,yes,,1458,
970,8/1p1bkq2/p2pp1n1/P1b1p1P1/4P1QN/1KNB4/1PP5/8 b - -,g6h4,,STS(v10.0) Simplification.073,,sts_old,40,unix,done,2022-11-19,yes,ferdy,2022-11-30,52,ok,,,,,24,1200
971,8/3n1nk1/q2b4/3p2p1/2pPp3/2P1P3/1Q4PN/3BB1K1 b - -,d6h2,yes,STS(v10.0) Simplification.074,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,49,ok,,,,,47,1200
972,8/p1r4p/1p1qnkpP/3Ppp2/8/P2Q2P1/BP3P2/2R3K1 w - -,c1c7,yes,STS(v10.0) Simplification.075,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,238,
973,8/r4p2/P1ppk3/2p4p/1rPb1BqP/RR1PpQP1/4P1K1/8 b - -,g4f3,yes,STS(v10.0) Simplification.076,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,188,
974,br2r1k1/5p1p/p7/nq4Pp/p3P3/P1PQ4/1P2R1B1/K1BR4 b - -,b5d3,,STS(v10.0) Simplification.077,,sts_old,40,unix,done,2022-11-19,yes,ferdy,2022-12-2,43,ok,,,,,176,1800
975,br3rk1/p2q1pp1/3p1n1p/2p1p3/2PnP3/P1BP1NP1/1R1Q1PBP/1R4K1 b - -,b8b2,yes,STS(v10.0) Simplification.078,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,453,
976,q3b3/4Bpkp/6p1/3Pp3/r3r3/1Q5P/R4PP1/R5K1 w - -,a2a4,yes,STS(v10.0) Simplification.079,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,45,ok,,,,,104,1200
977,qr3nk1/r4p1p/2p1p1pP/p1PpPbP1/3P1P2/QR2R3/P2NB2K/8 w - -,b3b8,yes,STS(v10.0) Simplification.080,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,129,
978,qr4k1/3b1pp1/4p2p/n2pP3/n1pP4/Q1P2NP1/3N1P1P/1R3BK1 b - -,b8b1,yes,STS(v10.0) Simplification.081,,sts_old,40,unix,done,2022-11-06,yes,ferdy,2022-11-30,44,ok,,,,,95,1200
979,R1b2b2/2kp1p1p/B2npp2/2p5/4P1r1/6P1/3N1P1P/3K3R w - -,a6c8,,STS(v10.0) Simplification.082,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,440,
980,r1b2rk1/1p2bpp1/5n2/1Q2pq2/2P1N3/p3B1Pp/P2RPP1P/3R2KB w - -,e4f6,yes,STS(v10.0) Simplification.083,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,921,
981,r1bq4/3n1pkp/2pRr1p1/8/nPP1PP2/6PP/2Q1N1B1/1R4K1 w - -,d6e6,yes,STS(v10.0) Simplification.084,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,587,
982,r1r1bnk1/5pp1/p2pp3/2q1n1P1/3QP2P/1PN4B/2P1NR1K/3R4 b - -,c5d4,,STS(v10.0) Simplification.085,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,318,
983,r2qr1k1/2p2pp1/3p1n2/3P1n1p/1Q3P2/1B5P/PP4PB/2R1R2K w - -,e1e8,yes,STS(v10.0) Simplification.086,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,239,
984,r2r2k1/1b1nqpp1/pp5p/2pNP3/P3Q3/5N2/1P3PPP/2RR2K1 b - -,b7d5,,STS(v10.0) Simplification.087,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,24287,
985,r2r2k1/4qp2/p5p1/2p4p/5P2/3RP1K1/PPQ4P/3R4 b - -,d8d3,,STS(v10.0) Simplification.088,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,242,
986,r3r1k1/2qn3p/1p2ppp1/3b4/p1PP1P2/4QN2/R5PP/1R3BK1 b - -,d5f3,,STS(v10.0) Simplification.089,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,1026,
987,r3r1k1/5pbp/4bpp1/pp2q3/4P1PP/P1NR2Q1/1PP1B3/2KR4 b - -,e5g3,yes,STS(v10.0) Simplification.090,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,207,
988,r3r1k1/6p1/p2p1qp1/1p1P3p/4P1bP/P2Q3B/1PP5/1K2R2R b - -,g4h3,yes,STS(v10.0) Simplification.091,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1205,
989,r3r3/p5bk/2pq1ppp/1p1b4/3P4/P2N1N2/1P3PPP/2RQR1K1 b - -,e8e1,,STS(v10.0) Simplification.092,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,358,
990,r3rbk1/p1qn1p1p/2p1n1p1/Pp2p1B1/1P2P3/2N1Q3/2PN1PPP/1R2R1K1 b - -,e6g5,yes,STS(v10.0) Simplification.093,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,769,
991,r4r1k/1bq1bppp/p2p4/1p1Nn3/4PR2/PN1B3Q/1PP3PP/R5K1 b - -,b7d5,yes,STS(v10.0) Simplification.094,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1538,
992,r4rk1/1p2bppp/p3bn2/8/Pq1BP3/1BN1Q3/1PP3PP/R3K2R w KQ -,b3e6,yes,STS(v10.0) Simplification.095,,sts_old,40,unix,done,2022-11-06,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,244,
